MSSubClass,MSZoning,LotArea,LotConfig,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,Exterior1st,ExterQual,Foundation,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,Heating,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,MoSold,YrSold,SalePrice
20,RL,8973,Inside,NAmes,1Fam,1Story,5,7,1958,Gable,Plywood,TA,CBlock,567,413,1008,GasA,1053,0,1053,0,1,1,1,3,1,Ex,2,750,0,80,0,7,2006,150000
60,RL,14200,Corner,NAmes,1Fam,2Story,7,6,1966,Gable,MetalSd,TA,CBlock,445,479,924,GasA,1216,941,2157,0,0,2,1,4,1,Gd,2,487,105,66,0,5,2006,226000
60,RL,12224,Corner,Gilbert,1Fam,2Story,6,5,2000,Gable,VinylSd,Gd,PConc,695,297,992,GasA,1022,1032,2054,1,0,2,1,3,1,Gd,2,390,24,48,0,7,2009,244000
20,RL,7388,Corner,NAmes,1Fam,1Story,5,6,1959,Gable,MetalSd,TA,CBlock,405,658,1063,GasA,1327,0,1327,1,0,1,0,3,1,Gd,2,624,0,0,0,7,2007,150750
20,RL,6853,Inside,Timber,1Fam,1Story,8,5,2001,Gable,VinylSd,Gd,PConc,1005,262,1267,GasA,1296,0,1296,1,0,2,0,2,1,Gd,2,471,192,25,0,6,2009,220000
20,RL,10335,Inside,Sawyer,1Fam,1Story,5,6,1968,Gable,Plywood,TA,CBlock,570,891,1461,GasA,1721,0,1721,0,0,2,1,3,1,TA,2,440,0,96,180,7,2006,180000
20,RL,10400,Inside,NWAmes,1Fam,1Story,7,6,1970,Hip,Plywood,TA,PConc,0,1304,1304,GasA,1682,0,1682,0,0,2,0,3,1,TA,2,530,98,0,0,5,2008,174000
20,RL,10355,Corner,NAmes,1Fam,1Story,5,5,1967,Gable,MetalSd,TA,CBlock,695,519,1214,GasA,1214,0,1214,0,0,2,0,3,1,TA,1,318,0,111,0,7,2007,143000
90,RL,11070,Inside,Mitchel,Duplex,1Story,7,5,1988,Gable,VinylSd,TA,CBlock,0,1907,1907,GasA,1959,0,1959,0,0,3,0,5,2,TA,3,766,0,0,0,7,2006,171000
60,RL,9066,Inside,CollgCr,1Fam,2Story,8,5,1999,Gable,VinylSd,Gd,PConc,668,336,1004,GasA,1004,848,1852,0,0,2,1,3,1,Gd,3,660,224,106,0,12,2008,230000
60,RL,15426,Inside,CollgCr,1Fam,2Story,6,5,1997,Gable,VinylSd,TA,PConc,821,107,928,GasA,928,836,1764,1,0,2,1,3,1,Gd,2,470,276,99,0,8,2009,231500
20,RL,10500,FR2,NAmes,1Fam,1Story,4,5,1971,Gable,HdBoard,TA,CBlock,432,432,864,GasA,864,0,864,0,0,1,0,3,1,TA,0,0,0,0,0,4,2010,115000
20,RL,11645,Inside,CollgCr,1Fam,1Story,7,5,2005,Gable,VinylSd,Gd,PConc,1300,434,1734,GasA,1734,0,1734,1,0,2,0,3,1,Gd,2,660,160,24,0,1,2006,260000
50,RL,8520,Corner,NAmes,1Fam,1.5Fin,5,4,1952,Gable,BrkFace,TA,CBlock,507,403,910,GasA,910,475,1385,0,0,2,0,4,1,TA,2,720,0,0,0,6,2010,166000
20,RL,10335,Inside,CollgCr,1Fam,1Story,7,5,1999,Gable,VinylSd,Gd,PConc,679,811,1490,GasA,1501,0,1501,1,0,2,0,3,1,Gd,2,577,144,29,0,6,2009,204000
90,RM,9100,Inside,Sawyer,Duplex,1Story,5,5,1963,Gable,HdBoard,TA,CBlock,1332,396,1728,GasA,1728,0,1728,1,0,2,0,6,2,TA,2,504,0,0,0,11,2006,125000
160,RM,2522,Inside,Edwards,Twnhs,2Story,6,5,2004,Gable,VinylSd,Gd,PConc,0,970,970,GasA,970,739,1709,0,0,2,0,3,1,Gd,2,380,0,40,0,4,2006,130000
30,RM,6120,Corner,BrkSide,1Fam,1Story,5,7,1931,Gable,Wd Sdng,TA,BrkTil,209,506,715,GasA,875,0,875,1,0,1,0,2,1,TA,1,180,48,0,0,11,2009,105000
60,RL,9505,CulDSac,Gilbert,1Fam,2Story,7,5,2001,Gable,VinylSd,Gd,PConc,0,884,884,GasA,884,1151,2035,0,0,2,1,3,1,Gd,2,434,144,48,0,5,2010,222500
20,RL,7500,Inside,SawyerW,1Fam,1Story,7,5,2004,Gable,VinylSd,TA,PConc,680,400,1080,GasA,1080,0,1080,1,0,1,0,3,1,Gd,0,0,0,0,0,4,2008,141000
50,RM,6240,Inside,BrkSide,1Fam,1.5Fin,5,4,1936,Gable,MetalSd,TA,BrkTil,0,896,896,GasA,896,448,1344,0,0,1,0,3,1,TA,1,240,200,114,0,4,2006,115000
20,RL,10356,Corner,CollgCr,1Fam,1Story,5,6,1975,Gable,HdBoard,TA,CBlock,716,253,969,GasA,969,0,969,0,0,1,1,3,1,TA,2,440,0,0,0,1,2007,122000
20,RL,13891,Inside,NridgHt,1Fam,1Story,8,5,2007,Hip,VinylSd,Gd,PConc,1400,310,1710,GasA,1710,0,1710,1,0,2,0,2,1,Gd,3,866,0,102,0,1,2008,372402
60,RL,14803,CulDSac,NWAmes,1Fam,2Story,6,5,1971,Gable,HdBoard,TA,CBlock,416,409,825,GasA,1097,896,1993,0,0,2,1,4,1,TA,2,495,0,66,0,6,2006,190000
20,RL,13500,Inside,ClearCr,1Fam,1Story,6,7,1960,Flat,BrkFace,TA,CBlock,429,93,1602,GasA,1252,0,1252,1,0,1,0,1,1,TA,2,564,409,0,0,3,2008,235000
30,RM,11340,Corner,OldTown,1Fam,1Story,6,5,1923,Gable,Wd Sdng,TA,BrkTil,0,1200,1200,GasA,1200,0,1200,0,0,1,0,4,1,TA,1,312,0,0,228,3,2006,125000
50,RL,9600,Corner,Edwards,1Fam,1.5Fin,6,5,1924,Gable,Wd Sdng,TA,BrkTil,0,572,572,Grav,572,524,1096,0,0,1,0,2,1,TA,0,0,0,8,128,4,2008,79000
20,RL,7200,Inside,NAmes,1Fam,1Story,5,7,1950,Hip,Wd Sdng,TA,CBlock,0,0,0,GasA,1040,0,1040,0,0,1,0,2,1,TA,2,625,0,0,0,6,2006,109500
60,RL,12003,Corner,Timber,1Fam,2Story,8,5,2009,Gable,VinylSd,Gd,PConc,0,774,774,GasA,774,1194,1968,0,0,2,1,4,1,Ex,3,680,0,75,0,5,2010,269500
60,FV,12552,Corner,Somerst,1Fam,2Story,7,5,2004,Gable,VinylSd,Gd,PConc,222,769,991,GasA,991,956,1947,0,0,2,1,3,1,Gd,2,678,0,136,0,5,2010,254900
60,RL,19378,Corner,Gilbert,1Fam,2Story,7,5,2005,Gable,VinylSd,Gd,PConc,57,1335,1392,GasA,1392,1070,2462,1,0,2,1,4,1,Gd,2,576,239,132,0,3,2006,320000
20,RL,11120,CulDSac,Veenker,1Fam,1Story,6,6,1984,Gable,Plywood,TA,PConc,660,572,1232,GasA,1232,0,1232,0,0,2,0,3,1,TA,2,516,0,0,0,6,2008,162500
60,RL,13688,Inside,NridgHt,1Fam,2Story,9,5,2003,Gable,VinylSd,Gd,PConc,1016,556,1572,GasA,1572,1096,2668,1,0,2,1,3,1,Ex,3,726,400,0,0,3,2008,412500
20,RL,12182,Corner,NridgHt,1Fam,1Story,7,5,2005,Gable,VinylSd,Gd,PConc,1201,340,1541,GasA,1541,0,1541,0,0,2,0,3,1,Gd,2,532,0,70,0,5,2010,220000
45,RL,5500,Inside,OldTown,1Fam,1.5Unf,4,6,1956,Gable,MetalSd,TA,CBlock,0,882,882,GasA,882,0,882,0,0,1,0,1,1,TA,0,0,0,0,0,4,2007,103200
40,RM,5400,Corner,OldTown,1Fam,1Story,6,7,1926,Gable,MetalSd,TA,BrkTil,370,779,1149,GasA,1149,467,1616,0,0,2,0,3,1,Gd,1,216,0,0,183,10,2007,152000
190,RL,10106,Inside,Edwards,2fmCon,1.5Fin,5,7,1940,Gable,Wd Sdng,TA,BrkTil,351,112,644,GasA,808,547,1355,1,0,2,0,4,2,TA,0,0,140,0,0,9,2008,127500
20,RL,10708,Inside,ClearCr,1Fam,1Story,5,5,1955,Hip,Wd Sdng,Gd,CBlock,379,470,1617,GasA,1867,0,1867,1,0,1,0,2,1,TA,1,303,476,0,0,11,2009,190000
60,RL,10562,Inside,NridgHt,1Fam,2Story,8,5,2007,Gable,VinylSd,Gd,PConc,1288,294,1582,GasA,1610,551,2161,1,0,1,1,3,1,Ex,3,789,178,120,0,11,2007,325624
60,RL,8244,Inside,Gilbert,1Fam,2Story,7,5,2004,Gable,VinylSd,Gd,PConc,0,840,840,GasA,840,880,1720,0,0,2,1,3,1,Gd,2,440,100,48,0,5,2007,183500
20,RL,16669,Corner,Timber,1Fam,1Story,8,6,1981,Hip,Plywood,Gd,CBlock,0,1686,1686,GasA,1707,0,1707,0,0,2,1,2,1,TA,2,511,574,64,0,1,2006,228000
50,RM,12358,Inside,OldTown,1Fam,1.5Fin,5,6,1941,Gable,MetalSd,TA,CBlock,360,360,720,GasA,854,0,1382,0,0,1,1,2,1,TA,2,660,237,0,0,5,2007,128500
20,RL,31770,Corner,NAmes,1Fam,1Story,6,5,1960,Hip,BrkFace,TA,CBlock,639,441,1080,GasA,1656,0,1656,1,0,1,0,3,1,TA,2,528,210,62,0,5,2010,215000
160,RL,5306,Inside,StoneBr,TwnhsE,2Story,7,7,1987,Gable,HdBoard,Gd,PConc,495,354,1064,GasA,1064,703,1767,1,0,2,0,2,1,Gd,2,504,441,35,0,6,2006,239000
20,RL,10197,Inside,NAmes,1Fam,1Story,6,5,1961,Gable,WdShing,TA,CBlock,288,700,1362,GasA,1362,0,1362,1,0,1,1,3,1,TA,2,504,0,20,0,6,2008,163000
20,RL,12416,Inside,Timber,1Fam,1Story,6,5,1986,Gable,VinylSd,TA,CBlock,1398,0,1606,GasA,1651,0,1651,1,0,2,0,3,1,TA,2,616,192,0,0,11,2008,184000
20,RL,12615,Corner,Edwards,1Fam,1Story,6,7,1950,Gable,WdShing,TA,CBlock,477,725,1202,GasA,2158,0,2158,1,0,2,0,4,1,Gd,2,576,0,29,39,6,2007,243000
60,RL,10029,Corner,ClearCr,1Fam,2Story,6,5,1988,Gable,Plywood,Gd,PConc,831,320,1151,GasA,1164,896,2060,0,1,2,1,4,1,TA,2,521,0,228,0,9,2007,211000
50,RL,13650,Inside,Sawyer,1Fam,1.5Fin,5,5,1958,Gable,MetalSd,Gd,CBlock,57,554,1052,GasA,1252,668,1920,1,0,2,0,4,1,Gd,2,451,0,0,0,7,2006,172500
20,RL,17423,CulDSac,StoneBr,1Fam,1Story,9,5,2008,Hip,VinylSd,Ex,PConc,1904,312,2216,GasA,2234,0,2234,1,0,2,0,1,1,Ex,3,1166,0,60,0,7,2009,501837
30,RM,8520,Inside,OldTown,1Fam,1Story,5,6,1923,Gable,Wd Sdng,Gd,CBlock,0,968,968,GasA,968,0,968,0,0,1,0,2,1,TA,2,480,0,0,184,7,2007,100000
160,FV,2117,Inside,Somerst,Twnhs,2Story,6,5,2000,Gable,MetalSd,Gd,PConc,436,320,756,GasA,769,756,1525,0,0,2,1,3,1,Gd,2,440,0,0,0,6,2007,177000
70,RL,7588,Inside,Crawfor,1Fam,2Story,7,6,1920,Gable,Stucco,TA,BrkTil,352,441,793,GasA,901,901,1802,0,0,1,1,4,1,TA,1,216,0,0,40,7,2006,200100
20,RL,9060,Inside,Edwards,1Fam,1Story,5,6,1957,Hip,Wd Sdng,TA,PConc,0,0,0,GasA,1340,0,1340,0,0,1,0,3,1,TA,1,252,116,0,0,6,2007,120000
50,RM,11426,Inside,OldTown,1Fam,1.5Fin,7,5,2003,Gable,VinylSd,TA,PConc,0,1362,1362,GasA,1362,720,2082,0,0,2,1,3,1,Gd,2,484,280,238,0,6,2008,200000
50,RL,7438,Inside,BrkSide,1Fam,1.5Fin,5,8,1908,Gable,AsbShng,TA,PConc,0,504,504,GasA,936,316,1252,0,0,1,0,3,1,TA,2,576,104,0,0,6,2006,127000
75,RM,22950,Inside,OldTown,1Fam,2.5Fin,10,9,1892,Gable,Wd Sdng,Gd,BrkTil,0,1107,1107,GasA,1518,1518,3608,0,0,2,1,4,1,Ex,3,840,0,260,0,6,2006,475000
80,RL,9947,CulDSac,Mitchel,1Fam,SLvl,7,5,1990,Gable,HdBoard,TA,PConc,611,577,1188,GasA,1217,0,1217,1,0,2,0,3,1,Gd,2,497,168,27,0,6,2009,173000
50,RL,10410,Inside,OldTown,1Fam,1.5Fin,5,7,1916,Gable,HdBoard,TA,CBlock,0,660,660,GasA,808,704,1656,0,0,2,1,3,1,TA,1,180,0,0,0,8,2009,135000
90,RL,7018,Inside,SawyerW,Duplex,SFoyer,5,5,1979,Gable,Plywood,TA,CBlock,1086,0,1086,GasA,1224,0,1224,2,0,0,2,2,2,TA,2,528,120,0,0,6,2009,153337
120,RL,4923,Inside,StoneBr,TwnhsE,1Story,8,5,2001,Gable,CemntBd,Gd,PConc,1153,440,1593,GasA,1593,0,1593,1,0,1,1,0,1,Ex,2,682,0,120,0,8,2008,286000
70,RL,10570,Inside,Crawfor,1Fam,2Story,8,8,1932,Hip,BrkFace,Gd,CBlock,297,556,853,GasA,1549,1178,2727,0,0,2,1,3,1,Gd,2,440,0,74,0,12,2007,315000
60,RL,7472,CulDSac,NAmes,1Fam,2Story,7,9,1972,Gable,HdBoard,TA,CBlock,626,99,725,GasA,725,754,1479,1,0,1,1,4,1,Gd,2,484,0,32,0,6,2007,184000
20,RL,9017,Inside,CollgCr,1Fam,1Story,7,5,1999,Gable,VinylSd,Gd,PConc,560,871,1431,GasA,1431,0,1431,1,0,2,0,3,1,Gd,2,666,0,35,0,9,2009,192000
160,RM,2522,Inside,Edwards,Twnhs,2Story,7,5,2004,Gable,VinylSd,Gd,PConc,0,970,970,GasA,970,739,1709,0,0,2,0,3,1,Gd,2,380,0,40,0,5,2006,130000
20,RL,7180,Inside,CollgCr,1Fam,1Story,5,7,1972,Hip,HdBoard,TA,CBlock,390,474,864,GasA,864,0,864,0,0,1,0,3,1,TA,1,352,0,0,0,5,2008,127000
160,RL,2280,FR2,NPkVill,Twnhs,2Story,6,6,1976,Gable,Plywood,TA,CBlock,566,289,855,GasA,855,601,1456,0,0,2,1,3,1,TA,2,440,87,0,0,7,2009,148500
20,RL,9416,Inside,Somerst,1Fam,1Story,7,5,2007,Hip,CemntBd,Ex,PConc,1126,600,1726,GasA,1726,0,1726,1,0,2,0,3,1,Ex,3,786,171,138,0,9,2007,311872
75,RL,25419,Corner,NAmes,1Fam,2Story,8,4,1918,Gable,Stucco,Gd,PConc,1036,140,1360,GasA,1360,1360,3112,1,1,2,0,4,1,Gd,2,795,0,16,552,3,2006,235000
75,RM,5520,Corner,OldTown,1Fam,2.5Fin,6,6,1912,Gable,Wd Sdng,TA,CBlock,0,755,755,GasA,929,929,2229,0,0,1,0,5,1,TA,0,0,0,198,30,7,2009,104000
20,RL,9591,Inside,NridgHt,1Fam,1Story,8,5,2004,Hip,VinylSd,Gd,PConc,1088,625,1713,GasA,1713,0,1713,1,0,2,0,3,1,Ex,3,856,0,26,0,1,2009,274900
20,RM,8546,Corner,Edwards,1Fam,1Story,4,5,2003,Gable,VinylSd,TA,PConc,0,1121,1121,GasA,1121,0,1121,0,0,2,0,2,1,TA,2,440,132,64,0,3,2010,140000
20,RL,10125,Inside,Mitchel,1Fam,1Story,6,6,1977,Gable,Plywood,TA,CBlock,641,276,1196,GasA,1279,0,1279,0,1,2,0,3,1,TA,2,473,238,83,0,2,2008,171500
50,RL,7000,Corner,OldTown,1Fam,1.5Fin,6,6,1924,Gable,MetalSd,TA,BrkTil,617,0,617,GasA,865,445,1310,0,0,2,0,2,1,TA,1,398,0,0,126,5,2006,112000
120,RM,4438,Inside,CollgCr,TwnhsE,1Story,6,5,2004,Gable,VinylSd,Gd,PConc,662,186,848,GasA,848,0,848,1,0,1,0,1,1,Gd,2,420,149,0,0,1,2008,149000
50,RM,3500,Inside,OldTown,1Fam,1.5Fin,5,7,1947,Gable,AsbShng,TA,CBlock,312,408,720,GasA,720,564,1284,0,0,1,1,2,1,TA,1,240,0,35,0,4,2009,110000
20,RL,11851,Corner,Gilbert,1Fam,1Story,7,5,1990,Gable,HdBoard,TA,PConc,0,1424,1424,GasA,1442,0,1442,0,0,2,0,3,1,TA,2,500,0,34,0,5,2009,180500
20,RL,13673,CulDSac,Sawyer,1Fam,1Story,5,5,1962,Gable,HdBoard,TA,CBlock,0,1140,1140,GasA,1696,0,1696,0,0,1,1,3,1,TA,1,349,0,30,0,3,2007,143900
20,RL,12493,Inside,NAmes,1Fam,1Story,4,5,1960,Gable,Wd Sdng,TA,PConc,419,375,1100,GasA,1100,0,1100,1,0,1,0,3,1,TA,1,312,355,0,0,4,2008,141000
60,RL,14364,Inside,SawyerW,1Fam,2Story,7,5,1988,Gable,Plywood,Gd,CBlock,1065,92,1157,GasA,1180,882,2062,1,0,2,1,3,1,TA,2,454,60,55,0,4,2007,277000
20,RL,8250,Inside,NAmes,1Fam,1Story,6,7,1964,Hip,HdBoard,TA,CBlock,787,305,1092,GasA,1092,0,1092,1,0,1,0,3,1,TA,2,504,0,0,0,7,2008,145000
30,RL,5604,Inside,Edwards,1Fam,1Story,5,6,1925,Gable,Stucco,TA,CBlock,468,396,864,GasA,864,0,864,1,0,1,0,2,1,TA,0,0,0,0,96,4,2008,98000
20,RL,10420,Corner,Edwards,1Fam,1Story,6,5,2009,Gable,VinylSd,TA,PConc,36,1176,1212,GasA,1212,0,1212,0,0,2,0,3,1,Gd,2,460,100,22,0,3,2010,186000
60,FV,8640,Inside,Somerst,1Fam,2Story,7,5,2009,Gable,VinylSd,TA,PConc,822,78,900,GasA,932,920,1852,1,0,2,1,3,1,Gd,2,644,168,108,0,7,2009,252678
20,RL,13568,CulDSac,CollgCr,1Fam,1Story,5,5,1995,Gable,VinylSd,TA,PConc,716,274,990,GasA,990,0,990,0,1,1,0,3,1,TA,2,576,224,0,0,7,2006,156000
60,RL,10900,FR2,CollgCr,1Fam,2Story,6,7,1977,Gable,HdBoard,TA,CBlock,378,311,689,GasA,689,703,1392,0,0,1,1,3,1,TA,1,299,0,36,0,3,2010,161750
20,RL,10011,Inside,NAmes,1Fam,1Story,5,6,1957,Gable,HdBoard,TA,CBlock,360,710,1070,GasA,1236,0,1236,0,1,1,0,2,1,Gd,1,447,0,0,0,5,2006,134450
20,RL,8450,Inside,CollgCr,1Fam,1Story,7,5,2004,Gable,VinylSd,Gd,PConc,946,490,1436,GasA,1436,0,1436,1,0,2,0,3,1,Gd,2,484,139,98,0,4,2008,210000
70,RM,9906,Inside,OldTown,1Fam,2Story,4,4,1925,Gable,MetalSd,TA,CBlock,0,686,686,GasA,810,518,1328,0,0,1,0,3,1,TA,1,210,0,172,60,9,2006,107000
50,RL,15660,Corner,Crawfor,1Fam,1.5Fin,7,9,1939,Gable,VinylSd,Gd,CBlock,341,457,798,GasA,1137,817,1954,0,1,1,1,3,1,Gd,2,431,0,119,150,5,2008,311500
120,RL,3010,Inside,Blmngtn,TwnhsE,1Story,7,5,2005,Gable,VinylSd,Gd,PConc,16,1232,1248,GasA,1248,0,1248,0,0,2,0,2,1,Gd,2,438,108,0,0,3,2006,167240
20,RL,8990,Inside,CollgCr,1Fam,1Story,7,5,2006,Gable,VinylSd,Gd,PConc,0,1498,1498,GasA,1498,0,1498,0,0,2,0,2,1,Gd,2,675,351,33,0,4,2006,204900
60,RL,8068,Inside,Gilbert,1Fam,2Story,6,5,2002,Gable,VinylSd,Gd,PConc,0,1010,1010,GasA,1010,1257,2267,0,0,2,1,4,1,Gd,2,390,120,46,0,12,2009,200000
60,RL,11475,Inside,NWAmes,1Fam,2Story,6,6,1975,Gable,VinylSd,TA,CBlock,550,163,713,GasA,811,741,1552,1,0,2,1,3,1,TA,2,434,209,208,0,2,2006,179900
20,RL,10500,FR2,NAmes,1Fam,1Story,4,6,1971,Gable,HdBoard,TA,CBlock,524,160,864,GasA,864,0,864,0,0,1,0,2,1,TA,2,576,216,0,0,3,2009,97000
20,RL,13472,Inside,NridgHt,1Fam,1Story,10,5,2003,Hip,VinylSd,Ex,PConc,56,2336,2392,GasA,2392,0,2392,0,0,2,0,3,1,Ex,3,968,248,105,0,6,2009,386250
160,RM,1680,Inside,BrDale,Twnhs,2Story,5,5,1971,Gable,HdBoard,TA,CBlock,0,630,630,GasA,630,672,1302,0,0,2,1,3,1,TA,1,280,0,0,0,5,2009,112000
60,RL,9950,Inside,NoRidge,1Fam,2Story,7,5,1995,Gable,VinylSd,Gd,PConc,565,638,1203,GasA,1214,1306,2520,0,0,2,1,4,1,Gd,3,721,224,114,0,6,2007,290000
160,RM,1869,Inside,BrDale,Twnhs,2Story,6,6,1970,Gable,HdBoard,TA,CBlock,321,162,483,GasA,483,504,987,0,0,1,1,2,1,TA,1,280,0,0,0,9,2008,106000
20,RL,8521,FR2,Sawyer,1Fam,1Story,5,5,1967,Gable,HdBoard,TA,CBlock,842,70,912,GasA,912,0,912,0,0,1,0,3,1,TA,1,336,0,0,0,5,2010,125000
120,RL,3182,Inside,Blmngtn,TwnhsE,1Story,7,5,2005,Gable,VinylSd,Gd,PConc,16,1357,1373,GasA,1555,0,1555,0,0,2,0,2,1,Gd,2,430,143,20,0,5,2009,192500
20,RL,8760,Inside,NAmes,1Fam,1Story,6,6,1959,Hip,MetalSd,TA,CBlock,0,1194,1194,GasA,1194,0,1194,1,0,1,0,3,1,TA,1,312,0,0,120,4,2010,148000
60,RL,15138,Inside,NoRidge,1Fam,2Story,8,5,1995,Gable,VinylSd,Gd,PConc,689,773,1462,GasA,1490,1304,2794,1,0,2,1,4,1,Ex,3,810,0,146,202,7,2009,403000
160,RM,1680,Inside,BrDale,Twnhs,2Story,6,5,1972,Gable,HdBoard,TA,CBlock,0,483,483,GasA,483,504,987,0,0,1,1,2,1,TA,1,288,0,0,0,6,2006,94500
20,RL,10650,Corner,CollgCr,1Fam,1Story,5,6,1976,Gable,HdBoard,TA,CBlock,182,0,894,GasA,894,0,894,1,0,1,0,3,1,TA,1,308,365,0,0,2,2010,128200
60,RL,7851,Inside,Gilbert,1Fam,2Story,6,5,2002,Gable,VinylSd,Gd,PConc,625,235,860,GasA,860,1100,1960,1,0,2,1,4,1,Gd,2,440,288,48,0,5,2010,216500
160,RM,1680,Inside,BrDale,TwnhsE,2Story,6,3,1971,Gable,HdBoard,TA,CBlock,358,125,483,GasA,483,504,987,0,0,1,1,2,1,TA,1,264,0,0,0,8,2008,89500
20,RL,8773,FR2,CollgCr,1Fam,1Story,7,5,2004,Gable,VinylSd,Gd,PConc,24,1390,1414,GasA,1414,0,1414,0,0,2,0,3,1,Gd,2,494,132,105,0,5,2010,185500
60,RL,9453,CulDSac,SawyerW,1Fam,2Story,7,7,1993,Gable,HdBoard,Gd,PConc,402,594,996,GasA,1014,730,1744,0,0,2,1,3,1,Gd,2,457,370,70,0,2,2010,194500
20,RL,12030,Inside,NridgHt,1Fam,1Story,8,5,2007,Hip,VinylSd,Ex,PConc,0,1694,1694,GasA,1694,0,1694,0,0,2,0,3,1,Gd,3,818,168,228,0,12,2007,318000
50,RL,8741,Inside,Edwards,1Fam,1.5Fin,6,4,1945,Gable,VinylSd,TA,CBlock,94,641,735,GasA,798,689,1487,0,0,1,1,3,1,TA,1,220,0,140,0,4,2010,113000
20,FV,9000,Inside,Somerst,1Fam,1Story,8,5,2008,Gable,VinylSd,Gd,PConc,1078,488,1566,GasA,1566,0,1566,1,0,2,0,3,1,Gd,2,750,144,168,0,4,2010,262500
30,RM,3880,Inside,OldTown,1Fam,1Story,5,9,1945,Gable,VinylSd,TA,CBlock,329,357,686,GasA,866,0,866,0,0,1,0,2,1,Gd,0,0,58,42,0,8,2007,110500
50,RM,5000,Corner,OldTown,1Fam,1.5Fin,5,4,1900,Gable,Wd Sdng,TA,BrkTil,0,540,540,GasA,889,551,1440,0,0,1,0,3,1,TA,1,352,0,0,77,4,2006,79000
160,RL,10762,Corner,SawyerW,TwnhsE,2Story,6,6,1980,Gable,Plywood,TA,CBlock,0,626,626,GasA,626,591,1217,0,0,1,1,3,1,TA,1,288,0,28,0,4,2009,120000
60,RL,8880,Inside,SawyerW,1Fam,2Story,7,5,1994,Gable,VinylSd,Gd,PConc,695,253,948,GasA,1222,888,2110,1,0,2,1,3,1,Gd,2,463,0,130,0,5,2010,205000
20,RL,10400,Inside,NWAmes,1Fam,1Story,7,5,1988,Gable,Wd Sdng,TA,CBlock,929,916,1845,GasA,1872,0,1872,0,1,2,0,3,1,TA,2,604,197,39,0,6,2006,241500
190,RM,9142,Inside,OldTown,2fmCon,2Story,6,8,1910,Gable,AsbShng,TA,Stone,0,1020,1020,GasA,908,1020,1928,0,0,2,0,4,2,Fa,1,440,0,60,112,4,2006,137000
20,RL,11310,Inside,NAmes,1Fam,1Story,6,5,1954,Hip,Wd Sdng,TA,CBlock,0,1367,1367,GasA,1375,0,1375,0,0,1,0,2,1,TA,2,451,0,30,0,6,2006,140000
60,RL,11317,Inside,CollgCr,1Fam,2Story,7,5,2003,Gable,VinylSd,Gd,PConc,0,840,840,GasA,840,828,1668,0,0,2,1,3,1,Gd,2,500,144,68,0,9,2007,180000
50,RL,159000,CulDSac,ClearCr,1Fam,1.5Fin,6,7,1958,Gable,Wd Sdng,Gd,CBlock,697,747,1444,GasA,1444,700,2144,0,1,2,0,4,1,Gd,2,389,0,98,0,6,2007,277000
30,RL,5350,Inside,BrkSide,1Fam,1Story,3,2,1940,Gable,Wd Sdng,TA,CBlock,0,728,728,GasA,1306,0,1306,0,0,1,0,3,1,Fa,0,0,263,0,0,5,2010,76500
120,RM,4750,Inside,Crawfor,TwnhsE,1Story,8,5,2006,Hip,VinylSd,Gd,PConc,1573,0,1573,GasA,1625,0,1625,1,1,2,0,2,1,Gd,2,538,123,0,0,12,2007,235000
60,RL,8366,Inside,SawyerW,1Fam,2Story,6,5,2004,Gable,VinylSd,Gd,PConc,0,798,798,GasA,798,842,1640,0,0,2,1,3,1,Gd,2,520,138,45,0,12,2008,173000
80,RL,9350,Inside,NAmes,1Fam,SLvl,6,7,1964,Hip,HdBoard,TA,CBlock,270,452,1302,GasA,1302,0,1302,0,1,2,0,3,1,Gd,1,309,333,0,0,10,2007,158000
20,RL,8400,Inside,NAmes,1Fam,1Story,5,6,1957,Gable,MetalSd,TA,CBlock,922,392,1314,GasA,1314,0,1314,1,0,1,0,3,1,TA,1,294,250,0,0,6,2010,145000
60,RL,8738,Inside,Gilbert,1Fam,2Story,7,5,1999,Gable,VinylSd,Gd,PConc,0,975,975,GasA,1005,1286,2291,0,0,2,1,4,1,Gd,2,429,192,0,0,2,2006,230000
60,FV,8791,Inside,Somerst,1Fam,2Story,6,5,2003,Gable,VinylSd,Gd,PConc,503,361,864,GasA,864,864,1728,0,0,2,1,3,1,Gd,2,673,216,56,0,5,2008,207500
20,RL,8814,Inside,CollgCr,1Fam,1Story,7,5,2006,Gable,VinylSd,Gd,PConc,1334,270,1604,GasA,1604,0,1604,1,0,2,1,3,1,Gd,2,660,123,110,0,3,2009,220000
60,RL,12435,Inside,CollgCr,1Fam,2Story,7,5,2001,Gable,VinylSd,Gd,PConc,361,602,963,GasA,963,829,1792,0,0,2,1,3,1,Gd,2,564,0,96,0,5,2008,231500
20,RM,12702,Inside,OldTown,1Fam,1Story,5,5,1956,Gable,BrkFace,TA,PConc,0,0,0,GasA,882,0,882,0,0,1,0,2,1,TA,1,308,0,45,0,12,2008,97000
