MSSubClass,MSZoning,LotArea,LotConfig,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,Exterior1st,MasVnrType,MasVnrArea,Foundation,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,SalePrice
20,RL,13891,Inside,NridgHt,1Fam,1Story,8,5,2007,Hip,VinylSd,Stone,436,PConc,1400,310,1710,Ex,1710,0,1710,1,0,2,2,1,Gd,372402
60,RL,14803,CulDSac,NWAmes,1Fam,2Story,6,5,1971,Gable,HdBoard,BrkFace,252,CBlock,416,409,825,Gd,1097,896,1993,0,0,2,4,1,TA,190000
20,RL,13500,Inside,ClearCr,1Fam,1Story,6,7,1960,Flat,BrkFace,None,0,CBlock,429,93,1602,Gd,1252,0,1252,1,0,1,1,1,TA,235000
30,RM,11340,Corner,OldTown,1Fam,1Story,6,5,1923,Gable,Wd Sdng,None,0,BrkTil,0,1200,1200,TA,1200,0,1200,0,0,1,4,1,TA,125000
50,RL,9600,Corner,Edwards,1Fam,1.5Fin,6,5,1924,Gable,Wd Sdng,None,0,BrkTil,0,572,572,Fa,572,524,1096,0,0,1,2,1,TA,79000
20,RL,7200,Inside,NAmes,1Fam,1Story,5,7,1950,Hip,Wd Sdng,None,0,CBlock,0,0,0,TA,1040,0,1040,0,0,1,2,1,TA,109500
60,RL,12003,Corner,Timber,1Fam,2Story,8,5,2009,Gable,VinylSd,BrkFace,84,PConc,0,774,774,Ex,774,1194,1968,0,0,2,4,1,Ex,269500
60,FV,12552,Corner,Somerst,1Fam,2Story,7,5,2004,Gable,VinylSd,None,0,PConc,222,769,991,Ex,991,956,1947,0,0,2,3,1,Gd,254900
60,RL,19378,Corner,Gilbert,1Fam,2Story,7,5,2005,Gable,VinylSd,BrkFace,456,PConc,57,1335,1392,Ex,1392,1070,2462,1,0,2,4,1,Gd,320000
20,RL,11120,CulDSac,Veenker,1Fam,1Story,6,6,1984,Gable,Plywood,None,0,PConc,660,572,1232,TA,1232,0,1232,0,0,2,3,1,TA,162500
60,RL,13688,Inside,NridgHt,1Fam,2Story,9,5,2003,Gable,VinylSd,BrkFace,664,PConc,1016,556,1572,Ex,1572,1096,2668,1,0,2,3,1,Ex,412500
20,RL,12182,Corner,NridgHt,1Fam,1Story,7,5,2005,Gable,VinylSd,BrkFace,226,PConc,1201,340,1541,Ex,1541,0,1541,0,0,2,3,1,Gd,220000
45,RL,5500,Inside,OldTown,1Fam,1.5Unf,4,6,1956,Gable,MetalSd,None,0,CBlock,0,882,882,Ex,882,0,882,0,0,1,1,1,TA,103200
40,RM,5400,Corner,OldTown,1Fam,1Story,6,7,1926,Gable,MetalSd,None,0,BrkTil,370,779,1149,Gd,1149,467,1616,0,0,2,3,1,Gd,152000
190,RL,10106,Inside,Edwards,2fmCon,1.5Fin,5,7,1940,Gable,Wd Sdng,None,0,BrkTil,351,112,644,Gd,808,547,1355,1,0,2,4,2,TA,127500
20,RL,10708,Inside,ClearCr,1Fam,1Story,5,5,1955,Hip,Wd Sdng,None,0,CBlock,379,470,1617,Ex,1867,0,1867,1,0,1,2,1,TA,190000
60,RL,10562,Inside,NridgHt,1Fam,2Story,8,5,2007,Gable,VinylSd,Stone,300,PConc,1288,294,1582,Ex,1610,551,2161,1,0,1,3,1,Ex,325624
60,RL,8244,Inside,Gilbert,1Fam,2Story,7,5,2004,Gable,VinylSd,None,0,PConc,0,840,840,Ex,840,880,1720,0,0,2,3,1,Gd,183500
20,RL,16669,Corner,Timber,1Fam,1Story,8,6,1981,Hip,Plywood,BrkFace,653,CBlock,0,1686,1686,TA,1707,0,1707,0,0,2,2,1,TA,228000
50,RM,12358,Inside,OldTown,1Fam,1.5Fin,5,6,1941,Gable,MetalSd,None,0,CBlock,360,360,720,TA,854,0,1382,0,0,1,2,1,TA,128500
20,RL,31770,Corner,NAmes,1Fam,1Story,6,5,1960,Hip,BrkFace,Stone,112,CBlock,639,441,1080,Fa,1656,0,1656,1,0,1,3,1,TA,215000
160,RL,5306,Inside,StoneBr,TwnhsE,2Story,7,7,1987,Gable,HdBoard,None,0,PConc,495,354,1064,Gd,1064,703,1767,1,0,2,2,1,Gd,239000
20,RL,10197,Inside,NAmes,1Fam,1Story,6,5,1961,Gable,WdShing,BrkCmn,491,CBlock,288,700,1362,TA,1362,0,1362,1,0,1,3,1,TA,163000
20,RL,12416,Inside,Timber,1Fam,1Story,6,5,1986,Gable,VinylSd,Stone,132,CBlock,1398,0,1606,TA,1651,0,1651,1,0,2,3,1,TA,184000
20,RL,12615,Corner,Edwards,1Fam,1Story,6,7,1950,Gable,WdShing,None,0,CBlock,477,725,1202,TA,2158,0,2158,1,0,2,4,1,Gd,243000
60,RL,10029,Corner,ClearCr,1Fam,2Story,6,5,1988,Gable,Plywood,BrkFace,268,PConc,831,320,1151,TA,1164,896,2060,0,1,2,4,1,TA,211000
50,RL,13650,Inside,Sawyer,1Fam,1.5Fin,5,5,1958,Gable,MetalSd,None,0,CBlock,57,554,1052,Ex,1252,668,1920,1,0,2,4,1,Gd,172500
20,RL,17423,CulDSac,StoneBr,1Fam,1Story,9,5,2008,Hip,VinylSd,Stone,748,PConc,1904,312,2216,Ex,2234,0,2234,1,0,2,1,1,Ex,501837
30,RM,8520,Inside,OldTown,1Fam,1Story,5,6,1923,Gable,Wd Sdng,None,0,CBlock,0,968,968,TA,968,0,968,0,0,1,2,1,TA,100000
160,FV,2117,Inside,Somerst,Twnhs,2Story,6,5,2000,Gable,MetalSd,BrkFace,456,PConc,436,320,756,Ex,769,756,1525,0,0,2,3,1,Gd,177000
70,RL,7588,Inside,Crawfor,1Fam,2Story,7,6,1920,Gable,Stucco,None,0,BrkTil,352,441,793,Gd,901,901,1802,0,0,1,4,1,TA,200100
20,RL,9060,Inside,Edwards,1Fam,1Story,5,6,1957,Hip,Wd Sdng,BrkFace,98,PConc,0,0,0,Ex,1340,0,1340,0,0,1,3,1,TA,120000
50,RM,11426,Inside,OldTown,1Fam,1.5Fin,7,5,2003,Gable,VinylSd,None,0,PConc,0,1362,1362,Ex,1362,720,2082,0,0,2,3,1,Gd,200000
50,RL,7438,Inside,BrkSide,1Fam,1.5Fin,5,8,1908,Gable,AsbShng,None,0,PConc,0,504,504,Gd,936,316,1252,0,0,1,3,1,TA,127000
75,RM,22950,Inside,OldTown,1Fam,2.5Fin,10,9,1892,Gable,Wd Sdng,None,0,BrkTil,0,1107,1107,Ex,1518,1518,3608,0,0,2,4,1,Ex,475000
80,RL,9947,CulDSac,Mitchel,1Fam,SLvl,7,5,1990,Gable,HdBoard,None,0,PConc,611,577,1188,Ex,1217,0,1217,1,0,2,3,1,Gd,173000
50,RL,10410,Inside,OldTown,1Fam,1.5Fin,5,7,1916,Gable,HdBoard,None,0,CBlock,0,660,660,Ex,808,704,1656,0,0,2,3,1,TA,135000
90,RL,7018,Inside,SawyerW,Duplex,SFoyer,5,5,1979,Gable,Plywood,Stone,275,CBlock,1086,0,1086,TA,1224,0,1224,2,0,0,2,2,TA,153337
120,RL,4923,Inside,StoneBr,TwnhsE,1Story,8,5,2001,Gable,CemntBd,None,0,PConc,1153,440,1593,Ex,1593,0,1593,1,0,1,0,1,Ex,286000
70,RL,10570,Inside,Crawfor,1Fam,2Story,8,8,1932,Hip,BrkFace,None,0,CBlock,297,556,853,TA,1549,1178,2727,0,0,2,3,1,Gd,315000
60,RL,7472,CulDSac,NAmes,1Fam,2Story,7,9,1972,Gable,HdBoard,BrkFace,138,CBlock,626,99,725,Gd,725,754,1479,1,0,1,4,1,Gd,184000
20,RL,9017,Inside,CollgCr,1Fam,1Story,7,5,1999,Gable,VinylSd,None,0,PConc,560,871,1431,Ex,1431,0,1431,1,0,2,3,1,Gd,192000
160,RM,2522,Inside,Edwards,Twnhs,2Story,7,5,2004,Gable,VinylSd,Stone,50,PConc,0,970,970,Ex,970,739,1709,0,0,2,3,1,Gd,130000
20,RL,7180,Inside,CollgCr,1Fam,1Story,5,7,1972,Hip,HdBoard,None,0,CBlock,390,474,864,TA,864,0,864,0,0,1,3,1,TA,127000
160,RL,2280,FR2,NPkVill,Twnhs,2Story,6,6,1976,Gable,Plywood,None,0,CBlock,566,289,855,TA,855,601,1456,0,0,2,3,1,TA,148500
20,RL,9416,Inside,Somerst,1Fam,1Story,7,5,2007,Hip,CemntBd,Stone,205,PConc,1126,600,1726,Ex,1726,0,1726,1,0,2,3,1,Ex,311872
75,RL,25419,Corner,NAmes,1Fam,2Story,8,4,1918,Gable,Stucco,None,0,PConc,1036,140,1360,Gd,1360,1360,3112,1,1,2,4,1,Gd,235000
75,RM,5520,Corner,OldTown,1Fam,2.5Fin,6,6,1912,Gable,Wd Sdng,None,0,CBlock,0,755,755,Ex,929,929,2229,0,0,1,5,1,TA,104000
20,RL,9591,Inside,NridgHt,1Fam,1Story,8,5,2004,Hip,VinylSd,BrkFace,262,PConc,1088,625,1713,Ex,1713,0,1713,1,0,2,3,1,Ex,274900
20,RM,8546,Corner,Edwards,1Fam,1Story,4,5,2003,Gable,VinylSd,None,0,PConc,0,1121,1121,Ex,1121,0,1121,0,0,2,2,1,TA,140000
20,RL,10125,Inside,Mitchel,1Fam,1Story,6,6,1977,Gable,Plywood,None,0,CBlock,641,276,1196,TA,1279,0,1279,0,1,2,3,1,TA,171500
50,RL,7000,Corner,OldTown,1Fam,1.5Fin,6,6,1924,Gable,MetalSd,None,0,BrkTil,617,0,617,Gd,865,445,1310,0,0,2,2,1,TA,112000
120,RM,4438,Inside,CollgCr,TwnhsE,1Story,6,5,2004,Gable,VinylSd,BrkFace,205,PConc,662,186,848,Ex,848,0,848,1,0,1,1,1,Gd,149000
50,RM,3500,Inside,OldTown,1Fam,1.5Fin,5,7,1947,Gable,AsbShng,None,0,CBlock,312,408,720,TA,720,564,1284,0,0,1,2,1,TA,110000
20,RL,11851,Corner,Gilbert,1Fam,1Story,7,5,1990,Gable,HdBoard,None,0,PConc,0,1424,1424,Ex,1442,0,1442,0,0,2,3,1,TA,180500
20,RL,13673,CulDSac,Sawyer,1Fam,1Story,5,5,1962,Gable,HdBoard,None,0,CBlock,0,1140,1140,TA,1696,0,1696,0,0,1,3,1,TA,143900
20,RL,12493,Inside,NAmes,1Fam,1Story,4,5,1960,Gable,Wd Sdng,None,0,PConc,419,375,1100,TA,1100,0,1100,1,0,1,3,1,TA,141000
60,RL,14364,Inside,SawyerW,1Fam,2Story,7,5,1988,Gable,Plywood,BrkFace,128,CBlock,1065,92,1157,Ex,1180,882,2062,1,0,2,3,1,TA,277000
20,RL,8250,Inside,NAmes,1Fam,1Story,6,7,1964,Hip,HdBoard,Stone,260,CBlock,787,305,1092,Ex,1092,0,1092,1,0,1,3,1,TA,145000
30,RL,5604,Inside,Edwards,1Fam,1Story,5,6,1925,Gable,Stucco,None,0,CBlock,468,396,864,TA,864,0,864,1,0,1,2,1,TA,98000
20,RL,10420,Corner,Edwards,1Fam,1Story,6,5,2009,Gable,VinylSd,None,0,PConc,36,1176,1212,Ex,1212,0,1212,0,0,2,3,1,Gd,186000
60,FV,8640,Inside,Somerst,1Fam,2Story,7,5,2009,Gable,VinylSd,None,0,PConc,822,78,900,Ex,932,920,1852,1,0,2,3,1,Gd,252678
20,RL,13568,CulDSac,CollgCr,1Fam,1Story,5,5,1995,Gable,VinylSd,None,0,PConc,716,274,990,Ex,990,0,990,0,1,1,3,1,TA,156000
60,RL,10900,FR2,CollgCr,1Fam,2Story,6,7,1977,Gable,HdBoard,BrkFace,153,CBlock,378,311,689,Ex,689,703,1392,0,0,1,3,1,TA,161750
20,RL,10011,Inside,NAmes,1Fam,1Story,5,6,1957,Gable,HdBoard,BrkFace,64,CBlock,360,710,1070,TA,1236,0,1236,0,1,1,2,1,Gd,134450
20,RL,8450,Inside,CollgCr,1Fam,1Story,7,5,2004,Gable,VinylSd,BrkFace,266,PConc,946,490,1436,Ex,1436,0,1436,1,0,2,3,1,Gd,210000
70,RM,9906,Inside,OldTown,1Fam,2Story,4,4,1925,Gable,MetalSd,None,0,CBlock,0,686,686,Fa,810,518,1328,0,0,1,3,1,TA,107000
50,RL,15660,Corner,Crawfor,1Fam,1.5Fin,7,9,1939,Gable,VinylSd,BrkFace,312,CBlock,341,457,798,Ex,1137,817,1954,0,1,1,3,1,Gd,311500
120,RL,3010,Inside,Blmngtn,TwnhsE,1Story,7,5,2005,Gable,VinylSd,BrkFace,16,PConc,16,1232,1248,Ex,1248,0,1248,0,0,2,2,1,Gd,167240
20,RL,8990,Inside,CollgCr,1Fam,1Story,7,5,2006,Gable,VinylSd,None,0,PConc,0,1498,1498,Ex,1498,0,1498,0,0,2,2,1,Gd,204900
60,RL,8068,Inside,Gilbert,1Fam,2Story,6,5,2002,Gable,VinylSd,None,0,PConc,0,1010,1010,Ex,1010,1257,2267,0,0,2,4,1,Gd,200000
60,RL,11475,Inside,NWAmes,1Fam,2Story,6,6,1975,Gable,VinylSd,None,0,CBlock,550,163,713,TA,811,741,1552,1,0,2,3,1,TA,179900
20,RL,10500,FR2,NAmes,1Fam,1Story,4,6,1971,Gable,HdBoard,None,0,CBlock,524,160,864,Gd,864,0,864,0,0,1,2,1,TA,97000
20,RL,13472,Inside,NridgHt,1Fam,1Story,10,5,2003,Hip,VinylSd,BrkFace,922,PConc,56,2336,2392,Ex,2392,0,2392,0,0,2,3,1,Ex,386250
160,RM,1680,Inside,BrDale,Twnhs,2Story,5,5,1971,Gable,HdBoard,BrkFace,142,CBlock,0,630,630,TA,630,672,1302,0,0,2,3,1,TA,112000
60,RL,9950,Inside,NoRidge,1Fam,2Story,7,5,1995,Gable,VinylSd,BrkFace,290,PConc,565,638,1203,Ex,1214,1306,2520,0,0,2,4,1,Gd,290000
160,RM,1869,Inside,BrDale,Twnhs,2Story,6,6,1970,Gable,HdBoard,BrkFace,127,CBlock,321,162,483,TA,483,504,987,0,0,1,2,1,TA,106000
20,RL,8521,FR2,Sawyer,1Fam,1Story,5,5,1967,Gable,HdBoard,None,0,CBlock,842,70,912,TA,912,0,912,0,0,1,3,1,TA,125000
120,RL,3182,Inside,Blmngtn,TwnhsE,1Story,7,5,2005,Gable,VinylSd,BrkFace,16,PConc,16,1357,1373,Ex,1555,0,1555,0,0,2,2,1,Gd,192500
20,RL,8760,Inside,NAmes,1Fam,1Story,6,6,1959,Hip,MetalSd,BrkFace,220,CBlock,0,1194,1194,TA,1194,0,1194,1,0,1,3,1,TA,148000
60,RL,15138,Inside,NoRidge,1Fam,2Story,8,5,1995,Gable,VinylSd,BrkFace,506,PConc,689,773,1462,Ex,1490,1304,2794,1,0,2,4,1,Ex,403000
160,RM,1680,Inside,BrDale,Twnhs,2Story,6,5,1972,Gable,HdBoard,BrkFace,297,CBlock,0,483,483,TA,483,504,987,0,0,1,2,1,TA,94500
20,RL,10650,Corner,CollgCr,1Fam,1Story,5,6,1976,Gable,HdBoard,None,0,CBlock,182,0,894,TA,894,0,894,1,0,1,3,1,TA,128200
60,RL,7851,Inside,Gilbert,1Fam,2Story,6,5,2002,Gable,VinylSd,NA,NA,PConc,625,235,860,Ex,860,1100,1960,1,0,2,4,1,Gd,216500
160,RM,1680,Inside,BrDale,TwnhsE,2Story,6,3,1971,Gable,HdBoard,BrkFace,604,CBlock,358,125,483,TA,483,504,987,0,0,1,2,1,TA,89500
20,RL,8773,FR2,CollgCr,1Fam,1Story,7,5,2004,Gable,VinylSd,BrkFace,98,PConc,24,1390,1414,Ex,1414,0,1414,0,0,2,3,1,Gd,185500
60,RL,9453,CulDSac,SawyerW,1Fam,2Story,7,7,1993,Gable,HdBoard,None,0,PConc,402,594,996,Ex,1014,730,1744,0,0,2,3,1,Gd,194500
20,RL,12030,Inside,NridgHt,1Fam,1Story,8,5,2007,Hip,VinylSd,BrkFace,254,PConc,0,1694,1694,Ex,1694,0,1694,0,0,2,3,1,Gd,318000
50,RL,8741,Inside,Edwards,1Fam,1.5Fin,6,4,1945,Gable,VinylSd,None,0,CBlock,94,641,735,TA,798,689,1487,0,0,1,3,1,TA,113000
20,FV,9000,Inside,Somerst,1Fam,1Story,8,5,2008,Gable,VinylSd,Stone,36,PConc,1078,488,1566,Ex,1566,0,1566,1,0,2,3,1,Gd,262500
30,RM,3880,Inside,OldTown,1Fam,1Story,5,9,1945,Gable,VinylSd,None,0,CBlock,329,357,686,Gd,866,0,866,0,0,1,2,1,Gd,110500
50,RM,5000,Corner,OldTown,1Fam,1.5Fin,5,4,1900,Gable,Wd Sdng,None,0,BrkTil,0,540,540,Gd,889,551,1440,0,0,1,3,1,TA,79000
160,RL,10762,Corner,SawyerW,TwnhsE,2Story,6,6,1980,Gable,Plywood,None,0,CBlock,0,626,626,TA,626,591,1217,0,0,1,3,1,TA,120000
60,RL,8880,Inside,SawyerW,1Fam,2Story,7,5,1994,Gable,VinylSd,None,0,PConc,695,253,948,Ex,1222,888,2110,1,0,2,3,1,Gd,205000
20,RL,10400,Inside,NWAmes,1Fam,1Story,7,5,1988,Gable,Wd Sdng,BrkFace,102,CBlock,929,916,1845,Gd,1872,0,1872,0,1,2,3,1,TA,241500
190,RM,9142,Inside,OldTown,2fmCon,2Story,6,8,1910,Gable,AsbShng,None,0,Stone,0,1020,1020,Gd,908,1020,1928,0,0,2,4,2,Fa,137000
20,RL,11310,Inside,NAmes,1Fam,1Story,6,5,1954,Hip,Wd Sdng,None,0,CBlock,0,1367,1367,Ex,1375,0,1375,0,0,1,2,1,TA,140000
60,RL,11317,Inside,CollgCr,1Fam,2Story,7,5,2003,Gable,VinylSd,BrkFace,101,PConc,0,840,840,Ex,840,828,1668,0,0,2,3,1,Gd,180000
50,RL,159000,CulDSac,ClearCr,1Fam,1.5Fin,6,7,1958,Gable,Wd Sdng,BrkCmn,472,CBlock,697,747,1444,Gd,1444,700,2144,0,1,2,4,1,Gd,277000
30,RL,5350,Inside,BrkSide,1Fam,1Story,3,2,1940,Gable,Wd Sdng,None,0,CBlock,0,728,728,Ex,1306,0,1306,0,0,1,3,1,Fa,76500
120,RM,4750,Inside,Crawfor,TwnhsE,1Story,8,5,2006,Hip,VinylSd,Stone,481,PConc,1573,0,1573,Ex,1625,0,1625,1,1,2,2,1,Gd,235000
60,RL,8366,Inside,SawyerW,1Fam,2Story,6,5,2004,Gable,VinylSd,None,0,PConc,0,798,798,Ex,798,842,1640,0,0,2,3,1,Gd,173000
80,RL,9350,Inside,NAmes,1Fam,SLvl,6,7,1964,Hip,HdBoard,BrkFace,108,CBlock,270,452,1302,Ex,1302,0,1302,0,1,2,3,1,Gd,158000
20,RL,8400,Inside,NAmes,1Fam,1Story,5,6,1957,Gable,MetalSd,None,0,CBlock,922,392,1314,TA,1314,0,1314,1,0,1,3,1,TA,145000
60,RL,8738,Inside,Gilbert,1Fam,2Story,7,5,1999,Gable,VinylSd,BrkFace,302,PConc,0,975,975,Ex,1005,1286,2291,0,0,2,4,1,Gd,230000
60,FV,8791,Inside,Somerst,1Fam,2Story,6,5,2003,Gable,VinylSd,None,0,PConc,503,361,864,Ex,864,864,1728,0,0,2,3,1,Gd,207500
20,RL,8814,Inside,CollgCr,1Fam,1Story,7,5,2006,Gable,VinylSd,Stone,180,PConc,1334,270,1604,Ex,1604,0,1604,1,0,2,3,1,Gd,220000
60,RL,12435,Inside,CollgCr,1Fam,2Story,7,5,2001,Gable,VinylSd,BrkFace,172,PConc,361,602,963,Ex,963,829,1792,0,0,2,3,1,Gd,231500
20,RM,12702,Inside,OldTown,1Fam,1Story,5,5,1956,Gable,BrkFace,None,0,PConc,0,0,0,Gd,882,0,882,0,0,1,2,1,TA,97000
80,RL,19296,Corner,NAmes,1Fam,SLvl,6,5,1962,Gable,Wd Sdng,BrkFace,399,CBlock,672,0,1362,TA,1382,0,1382,1,0,1,3,1,TA,176000
60,RL,9588,Inside,CollgCr,1Fam,2Story,8,5,2007,Gable,CemntBd,Stone,270,PConc,0,1482,1482,Ex,1482,1092,2574,0,0,2,3,1,Ex,276000
80,RL,8471,Corner,Sawyer,1Fam,SLvl,6,7,1977,Gable,HdBoard,BrkFace,46,CBlock,506,0,506,TA,1212,0,1212,1,0,1,3,1,TA,151000
50,RM,5500,Corner,OldTown,1Fam,1.5Fin,5,7,1929,Gable,Wd Sdng,None,0,BrkTil,234,0,926,TA,926,0,1316,1,0,1,3,1,TA,130000
30,RM,5232,Inside,OldTown,1Fam,1Story,5,5,1925,Gable,Wd Sdng,None,0,BrkTil,0,680,680,Gd,764,0,764,0,0,1,2,1,TA,73000
20,RL,12090,Inside,NWAmes,1Fam,1Story,6,6,1981,Gable,MetalSd,BrkFace,210,CBlock,588,606,1422,TA,1422,0,1422,0,0,2,3,1,Gd,175500
60,RL,11207,FR2,Gilbert,1Fam,2Story,6,5,1997,Gable,VinylSd,None,0,PConc,714,88,802,Gd,802,709,1511,1,0,2,3,1,TA,185000
75,RL,8400,Inside,SWISU,1Fam,2.5Fin,5,8,1939,Gable,Wd Sdng,None,0,PConc,378,342,720,Ex,1052,720,2192,0,0,2,4,1,Gd,179500
30,RM,6900,Inside,IDOTRR,1Fam,1Story,5,6,1940,Gable,VinylSd,None,0,CBlock,403,212,740,Ex,778,0,778,0,0,1,2,1,TA,120500
20,RL,7917,Corner,Edwards,1Fam,1Story,6,7,1976,Hip,HdBoard,BrkFace,174,CBlock,751,392,1143,TA,1113,0,1113,1,0,1,3,1,TA,148000
60,FV,10728,Inside,Somerst,1Fam,2Story,8,5,2006,Gable,VinylSd,None,0,PConc,0,1095,1095,Gd,1095,844,1939,0,0,2,3,1,Gd,266000
20,RL,39104,CulDSac,ClearCr,1Fam,1Story,7,7,1954,Flat,Plywood,None,0,CBlock,226,96,1385,Ex,1363,0,1363,1,0,1,2,1,TA,241500
60,RL,11764,CulDSac,NoRidge,1Fam,2Story,8,7,1999,Gable,VinylSd,BrkFace,348,PConc,524,628,1152,Ex,1164,1106,2270,0,0,2,4,1,Gd,290000
20,RL,9600,Inside,NAmes,1Fam,1Story,6,6,1958,Hip,Wd Sdng,BrkCmn,183,CBlock,620,0,1240,Gd,1632,0,1632,1,0,2,3,1,TA,139000
20,RL,8314,Corner,Mitchel,1Fam,1Story,5,7,1982,Gable,HdBoard,None,0,CBlock,546,270,816,TA,816,0,816,0,0,1,2,1,TA,124500
50,RL,7264,Inside,BrkSide,1Fam,1.5Fin,7,7,1925,Gable,Wd Sdng,None,0,BrkTil,0,952,952,Gd,952,596,1548,0,0,2,3,1,Ex,205000
20,RL,9196,Inside,Mitchel,1Fam,1Story,7,5,2003,Gable,VinylSd,None,0,PConc,0,1560,1560,Ex,1560,0,1560,0,0,2,3,1,Gd,201000
20,RL,19138,Corner,Gilbert,1Fam,1Story,4,5,1951,Gable,VinylSd,None,0,CBlock,120,744,864,Ex,864,0,864,0,0,1,2,1,TA,141000
20,RL,14450,Inside,NridgHt,1Fam,1Story,9,5,2006,Gable,CemntBd,BrkFace,315,PConc,0,2121,2121,Ex,2121,0,2121,0,0,2,3,1,Ex,415298
60,RL,10005,Inside,ClearCr,1Fam,2Story,7,5,1977,Hip,Plywood,BrkFace,299,CBlock,392,768,1160,Ex,1156,866,2022,0,0,2,4,1,TA,192000
60,RL,11287,Inside,SawyerW,1Fam,2Story,7,6,1989,Gable,Plywood,BrkFace,340,CBlock,421,386,807,Gd,1175,807,1982,0,0,2,3,1,Gd,228500
20,FV,7200,Inside,Somerst,1Fam,1Story,6,5,2006,Gable,VinylSd,Stone,68,PConc,905,357,1262,Gd,1262,0,1262,0,0,2,2,1,Gd,185000
120,RL,5063,Inside,NridgHt,Twnhs,1Story,7,5,2007,Gable,VinylSd,Stone,166,PConc,904,410,1314,Ex,1314,0,1314,1,0,2,2,1,Gd,207500
20,RL,9612,Inside,Somerst,1Fam,1Story,8,5,2008,Gable,VinylSd,Stone,72,PConc,0,1468,1468,Ex,1468,0,1468,0,0,2,3,1,Gd,244600
120,RL,8012,Inside,SawyerW,TwnhsE,1Story,6,5,1992,Gable,Plywood,None,0,PConc,430,1145,1575,Gd,1575,0,1575,1,0,2,2,1,Gd,179200
160,FV,4251,Inside,Somerst,TwnhsE,2Story,7,5,2006,Gable,MetalSd,None,0,PConc,0,625,625,Ex,625,625,1250,0,0,2,2,1,Gd,164700
50,RL,9786,Inside,NAmes,1Fam,1.5Fin,6,7,1962,Gable,Wd Sdng,None,0,CBlock,600,312,912,TA,1085,649,1734,0,0,1,3,1,Gd,159000
20,RL,8125,Corner,NAmes,1Fam,1Story,4,4,1971,Gable,HdBoard,None,0,CBlock,614,244,858,TA,858,0,858,0,0,1,3,1,TA,88000
20,RL,9819,Inside,Sawyer,1Fam,1Story,5,5,1967,Gable,MetalSd,BrkFace,31,CBlock,450,432,882,TA,900,0,900,0,0,1,3,1,TA,122000
70,RL,8730,Inside,BrkSide,1Fam,2Story,6,7,1915,Gable,Wd Sdng,None,0,BrkTil,0,698,698,Ex,698,698,1396,0,0,1,3,1,TA,153575
60,RL,15611,Inside,CollgCr,1Fam,2Story,8,5,2006,Gable,VinylSd,None,0,PConc,0,1079,1079,Ex,1079,840,1919,0,0,2,3,1,Gd,233230
190,RL,5687,Inside,SWISU,2fmCon,2Story,5,6,1912,Gable,VinylSd,None,0,PConc,210,570,780,Ex,936,780,1716,1,0,2,6,1,Fa,135900
50,RL,11409,Inside,Edwards,1Fam,1.5Fin,5,4,1949,Gable,Wd Sdng,None,0,CBlock,292,476,768,Gd,1148,568,1716,0,0,1,3,1,TA,131000
60,RL,16659,Corner,NWAmes,1Fam,2Story,7,7,1977,Gable,Plywood,BrkFace,34,CBlock,795,0,795,Fa,1468,795,2263,1,0,2,3,1,Gd,235000
20,RL,9600,Inside,NAmes,1Fam,1Story,6,5,1953,Hip,HdBoard,Stone,238,CBlock,1285,131,1416,TA,1644,0,1644,1,0,1,3,1,TA,167000
80,RL,7937,CulDSac,Mitchel,1Fam,SLvl,6,6,1984,Gable,HdBoard,None,0,CBlock,819,184,1003,TA,1003,0,1003,1,0,1,3,1,TA,142500
50,RM,13710,Inside,IDOTRR,1Fam,1.5Fin,5,5,1950,Gable,Wd Sdng,None,0,CBlock,420,490,910,TA,910,648,1558,0,0,1,4,1,TA,152000
60,FV,7399,Inside,Somerst,1Fam,2Story,7,5,1997,Hip,VinylSd,BrkFace,1600,PConc,649,326,975,Ex,975,975,1950,0,0,2,3,1,Gd,239000
60,RL,11700,Inside,NWAmes,1Fam,2Story,6,6,1968,Mansard,HdBoard,BrkFace,365,CBlock,384,143,702,Gd,1041,702,1743,0,1,1,3,1,TA,175000
20,RL,14000,Inside,Crawfor,1Fam,1Story,6,8,1950,Gable,HdBoard,None,0,CBlock,0,1092,1092,Ex,1152,0,1152,0,1,1,3,1,Gd,158500
190,RL,15750,Corner,Crawfor,2fmCon,1Story,5,5,1953,Hip,MetalSd,BrkFace,56,CBlock,841,324,1165,TA,1336,0,1336,1,0,1,2,1,TA,157000
60,RL,16226,Inside,CollgCr,1Fam,2Story,8,5,1998,Gable,VinylSd,None,0,PConc,281,747,1028,Ex,1210,1242,2452,0,0,2,4,1,Gd,267000
20,RL,13704,Corner,CollgCr,1Fam,1Story,7,5,2001,Gable,VinylSd,BrkFace,150,PConc,0,1541,1541,Ex,1541,0,1541,0,0,2,3,1,Gd,205000
20,RL,9800,Corner,CollgCr,1Fam,1Story,5,7,1972,Gable,VinylSd,None,0,PConc,894,0,894,TA,894,0,894,1,0,1,3,1,TA,149900
75,RM,18386,Inside,OldTown,1Fam,2.5Fin,7,9,1880,Gable,CemntBd,None,0,BrkTil,0,1470,1470,Ex,1675,1818,3493,0,0,3,3,1,Gd,295000
